[13.06, [440.4, 68.58, 28.96, 68.98, 326.75, 19.32, 269.83, 21.62, 209.11, 21.95, 88.11, 24.09], (130.8804, 512.0382, 1306.458)]
[45.43, [440.4, 68.58, 28.96, 68.98, 335.25, 19.32, 269.83, 20.79, 212.86, 22.27, 96.49, 24.09], (132.4527, 525.7109, 1330.1)]
[128.86, [440.4, 68.58, 28.96, 68.98, 360.99, 19.32, 241.81, 21.62, 187.85, 22.1, 89.78, 23.88], (132.5339, 499.0807, 1226.012)]
[131.93, [440.4, 68.58, 28.96, 68.98, 350.95, 19.32, 260.16, 21.62, 209.11, 21.85, 88.11, 24.09], (132.5319, 582.0882, 1257.569)]
[134.1, [440.4, 68.58, 28.96, 15.06, 363.02, 22.24, 267.93, 22.47, 173.26, 21.8, 141.9, 21.89], (131.6065, 495.4952, 1208.858)]
[156.26, [440.4, 68.58, 28.96, 68.98, 345.03, 20.25, 257.38, 21.62, 209.11, 21.64, 88.11, 24.95], (128.7139, 486.8099, 1218.726)]
[228.23, [440.4, 68.58, 28.96, 68.98, 349.37, 19.32, 257.38, 21.62, 209.11, 21.64, 88.11, 23.14], (138.6276, 527.1122, 1302.218)]
[273.39, [440.4, 68.58, 28.96, 68.98, 324.78, 22.47, 269.83, 21.62, 209.11, 22.27, 96.49, 24.09], (124.4255, 477.569, 1241.857)]
[313.82, [440.4, 68.58, 28.96, 68.98, 345.03, 20.25, 253.17, 21.62, 209.44, 22.73, 99.83, 24.28], (122.81, 489.7533, 1254.213)]
[325.04, [440.4, 68.58, 28.96, 16.55, 325.48, 22.47, 269.83, 21.62, 209.11, 22.27, 96.49, 24.09], (125.747, 469.7858, 1150.58)]
[331.06, [440.4, 68.58, 28.96, 16.55, 325.48, 22.47, 257.38, 21.62, 209.44, 20.24, 83.92, 25.15], (138.9553, 484.8665, 1247.794)]
[356.69, [440.4, 68.58, 28.96, 68.98, 326.75, 19.32, 257.38, 21.62, 209.11, 21.64, 88.11, 23.23], (139.6815, 544.1772, 1379.795)]
[379.93, [440.4, 68.58, 28.96, 24.3, 354.36, 17.12, 244.53, 20.6, 209.11, 21.85, 88.11, 24.36], (141.1063, 545.5608, 1280.755)]
[409.86, [440.4, 68.58, 28.96, 68.98, 324.78, 22.47, 257.38, 21.62, 204.15, 21.36, 96.49, 22.1], (141.206, 534.6071, 1371.582)]
[419.71, [440.4, 68.58, 28.96, 68.98, 326.75, 19.32, 269.83, 23.61, 157.43, 22.95, 133.03, 16.98], (124.6249, 557.7438, 1539.415)]
[458.93, [440.4, 68.58, 28.96, 68.98, 350.95, 19.32, 260.16, 22.88, 209.11, 21.64, 88.11, 24.95], (121.7904, 465.6302, 1177.84)]
[488.63, [440.4, 68.58, 28.96, 16.55, 325.48, 22.47, 257.38, 21.62, 209.11, 20.36, 88.11, 24.36], (141.7732, 498.802, 1206.801)]
[673.21, [440.4, 68.58, 28.96, 68.98, 362.32, 19.32, 269.83, 21.42, 209.81, 21.85, 88.11, 26.29], (118.8146, 455.1956, 1118.59)]
[863.03, [440.4, 68.58, 28.96, 68.98, 324.78, 22.47, 269.83, 23.25, 197.93, 21.85, 88.11, 24.36], (115.3249, 435.7282, 1142.154)]
[914.78, [440.4, 68.58, 28.96, 68.98, 343.57, 19.32, 260.16, 21.62, 209.11, 20.36, 88.11, 23.4], (149.9254, 551.8258, 1358.788)]
[1007.83, [440.4, 68.58, 28.96, 68.98, 349.37, 19.32, 269.83, 21.42, 209.81, 21.85, 88.11, 26.29], (119.1798, 498.858, 1894.782)]
[1037.72, [440.4, 68.58, 28.96, 68.98, 345.03, 20.25, 253.17, 23.39, 209.44, 22.73, 99.83, 24.28], (111.5099, 451.18, 1190.568)]
[1987.64, [440.4, 68.58, 28.96, 68.98, 326.75, 19.32, 269.83, 21.62, 209.11, 21.85, 88.11, 24.09], (132.1772, 1310.125, 2492.967)]
[3340.32, [440.4, 68.58, 28.96, 65.21, 361.97, 19.93, 225.96, 20.48, 177.93, 19.15, 118.25, 21.99], (175.8224, 631.3214, 1520.744)]
[7884.75, [440.4, 68.58, 28.96, 68.98, 324.78, 22.47, 257.38, 21.62, 213.8, 20.32, 83.92, 25.07], (54.35101, 137.3438, 495.3161)]
[9194.4, [440.4, 68.58, 28.96, 68.98, 324.78, 22.47, 253.17, 21.62, 209.81, 21.85, 96.49, 24.09], (39.68048, 129.5434, 1409.007)]
[10006.08, [440.4, 68.58, 28.96, 72.62, 345.03, 20.25, 253.17, 23.25, 174.66, 22.1, 89.78, 25.59], (32.90164, 423.432, 1090.213)]
[28933.19, [440.4, 68.58, 28.96, 68.98, 326.75, 19.32, 269.83, 21.62, 209.11, 20.36, 88.11, 24.36], (323.0382, 1411.472, 2701.983)]
[47951.71, [440.4, 68.58, 28.96, 58.97, 321.54, 17.15, 228.2, 18.49, 218.29, 19.04, 80.19, 22.76], (406.2597, 1259.344, 2808.997)]
[77675.81, [440.4, 68.58, 28.96, 68.98, 349.37, 19.32, 269.83, 20.35, 187.85, 22.1, 89.78, 23.88], (516.847, 1259.878, 2400.324)]
